,iso_code,2019,2020,2021,sum_new_cases,sum_new_deaths,sum_new_cases_per_million,sum_new_deaths_per_million,average_icu_patients,average_icu_patients_per_million,average_hosp_patients_per_million
91,AGO,2142.23875712854,1603.99347745326,1953.53375721508,9039.0,320.0,253.98300000000003,8.99,0.0,0.0,0.0
92,AGO,2142.23875712854,1603.99347745326,1953.53375721508,7850.0,173.0,220.573,4.858,0.0,0.0,0.0
93,AGO,2142.23875712854,1603.99347745326,1953.53375721508,735.0,23.0,20.651,0.6440000000000001,0.0,0.0,0.0
94,AGO,2142.23875712854,1603.99347745326,1953.53375721508,16425.0,37.0,461.517,1.038,0.0,0.0,0.0
95,AGO,2142.23875712854,1603.99347745326,1953.53375721508,16523.0,125.0,464.27199999999993,3.5090000000000017,0.0,0.0,0.0
96,AGO,2142.23875712854,1603.99347745326,1953.53375721508,625.0,5.0,17.559999999999995,0.13999999999999999,0.0,0.0,0.0
97,AGO,2142.23875712854,1603.99347745326,1953.53375721508,428.0,0.0,12.025,0.0,0.0,0.0,0.0
98,AGO,2142.23875712854,1603.99347745326,1953.53375721508,118.0,0.0,3.315,0.0,0.0,0.0,0.0
99,AGO,2142.23875712854,1603.99347745326,1953.53375721508,474.0,0.0,13.318000000000001,0.0,0.0,0.0,0.0
100,AGO,2142.23875712854,1603.99347745326,1953.53375721508,1559.0,0.0,43.806000000000004,0.0,0.0,0.0,0.0
101,AGO,2142.23875712854,1603.99347745326,1953.53375721508,981.0,12.0,27.565,0.337,0.0,0.0,0.0
102,AGO,2142.23875712854,1603.99347745326,1953.53375721508,335.0,5.0,9.413,0.14,0.0,0.0,0.0
103,AGO,2142.23875712854,1603.99347745326,1953.53375721508,495.0,0.0,13.909,0.0,0.0,0.0,0.0
104,AGO,2142.23875712854,1603.99347745326,1953.53375721508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,AGO,2142.23875712854,1603.99347745326,1953.53375721508,1545.0,7.0,43.412,0.19699999999999998,0.0,0.0,0.0
106,AGO,2142.23875712854,1603.99347745326,1953.53375721508,419.0,6.0,11.774000000000001,0.16799999999999998,0.0,0.0,0.0
107,AGO,2142.23875712854,1603.99347745326,1953.53375721508,89.0,1.0,2.501,0.027999999999999997,0.0,0.0,0.0
108,AGO,2142.23875712854,1603.99347745326,1953.53375721508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,ALB,5396.21586434732,5332.16047456847,6492.87201224634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,ALB,5396.21586434732,5332.16047456847,6492.87201224634,243.0,15.0,85.49300000000002,5.279,0.0,0.0,0.0
111,ALB,5396.21586434732,5332.16047456847,6492.87201224634,530.0,16.0,186.46799999999993,5.630999999999999,0.0,0.0,0.0
112,ALB,5396.21586434732,5332.16047456847,6492.87201224634,364.0,2.0,128.064,0.7040000000000001,0.0,0.0,0.0
113,ALB,5396.21586434732,5332.16047456847,6492.87201224634,1398.0,29.0,491.8530000000001,10.204999999999998,0.0,0.0,0.0
114,ALB,5396.21586434732,5332.16047456847,6492.87201224634,2741.0,95.0,964.3539999999999,33.42,0.0,0.0,0.0
115,ALB,5396.21586434732,5332.16047456847,6492.87201224634,4237.0,127.0,1490.6820000000002,44.67899999999999,0.0,0.0,0.0
116,ALB,5396.21586434732,5332.16047456847,6492.87201224634,4136.0,103.0,1455.1509999999998,36.233999999999995,0.0,0.0,0.0
117,ALB,5396.21586434732,5332.16047456847,6492.87201224634,7226.0,122.0,2542.2909999999997,42.916,0.0,0.0,0.0
118,ALB,5396.21586434732,5332.16047456847,6492.87201224634,17307.0,301.0,6089.045999999999,105.90099999999998,0.0,0.0,0.0
119,ALB,5396.21586434732,5332.16047456847,6492.87201224634,20134.0,371.0,7083.6590000000015,130.529,0.0,0.0,0.0
120,ALB,5396.21586434732,5332.16047456847,6492.87201224634,19811.0,199.0,6970.017,70.012,0.0,0.0,0.0
121,ALB,5396.21586434732,5332.16047456847,6492.87201224634,29040.0,416.0,10217.012999999999,146.36100000000002,0.0,0.0,0.0
122,ALB,5396.21586434732,5332.16047456847,6492.87201224634,17990.0,439.0,6329.340000000001,154.451,0.0,0.0,0.0
123,ALB,5396.21586434732,5332.16047456847,6492.87201224634,5928.0,159.0,2085.6220000000003,55.93699999999999,0.0,0.0,0.0
124,ALB,5396.21586434732,5332.16047456847,6492.87201224634,1230.0,57.0,432.74499999999983,20.055000000000003,0.0,0.0,0.0
125,ALB,5396.21586434732,5332.16047456847,6492.87201224634,206.0,5.0,72.47699999999999,1.7600000000000002,0.0,0.0,0.0
126,ALB,5396.21586434732,5332.16047456847,6492.87201224634,560.0,1.0,197.025,0.35200000000000004,0.0,0.0,0.0
127,ALB,5396.21586434732,5332.16047456847,6492.87201224634,13306.0,41.0,4681.391,14.426,0.0,0.0,0.0
128,ALB,5396.21586434732,5332.16047456847,6492.87201224634,23744.0,200.0,8353.744999999999,70.36099999999999,0.0,0.0,0.0
129,ALB,5396.21586434732,5332.16047456847,6492.87201224634,15169.0,226.0,5336.841999999999,79.51099999999998,0.0,0.0,0.0
130,ALB,5396.21586434732,5332.16047456847,6492.87201224634,14645.0,172.0,5152.485999999999,60.51099999999999,0.0,0.0,0.0
131,ALB,5396.21586434732,5332.16047456847,6492.87201224634,10279.0,121.0,3616.413,42.57200000000001,0.0,0.0,0.0
132,ALB,5396.21586434732,5332.16047456847,6492.87201224634,48319.0,129.0,16999.858,45.385000000000005,0.0,0.0,0.0
133,ALB,5396.21586434732,5332.16047456847,6492.87201224634,13020.0,123.0,4580.768,43.27299999999999,0.0,0.0,0.0
134,ALB,5396.21586434732,5332.16047456847,6492.87201224634,2114.0,23.0,743.7599999999998,8.093000000000002,0.0,0.0,0.0
135,ALB,5396.21586434732,5332.16047456847,6492.87201224634,1430.0,4.0,503.111,1.4080000000000001,0.0,0.0,0.0
136,ALB,5396.21586434732,5332.16047456847,6492.87201224634,994.0,1.0,349.71500000000003,0.35200000000000004,0.0,0.0,0.0
137,ALB,5396.21586434732,5332.16047456847,6492.87201224634,4750.0,3.0,1671.172,1.056,0.0,0.0,0.0
138,ALB,5396.21586434732,5332.16047456847,6492.87201224634,31246.0,45.0,10993.139,15.835000000000003,0.0,0.0,0.0
139,ALB,5396.21586434732,5332.16047456847,6492.87201224634,17255.0,37.0,6070.750000000001,13.018000000000002,0.0,0.0,0.0
140,ALB,5396.21586434732,5332.16047456847,6492.87201224634,2869.0,7.0,1009.386,2.464,0.0,0.0,0.0
141,ALB,5396.21586434732,5332.16047456847,6492.87201224634,745.0,4.0,262.11000000000007,1.4080000000000001,0.0,0.0,0.0
142,ALB,5396.21586434732,5332.16047456847,6492.87201224634,377.0,1.0,132.63899999999998,0.35200000000000004,0.0,0.0,0.0
143,ALB,5396.21586434732,5332.16047456847,6492.87201224634,463.0,1.0,162.895,0.35200000000000004,0.0,0.0,0.0
144,ALB,5396.21586434732,5332.16047456847,6492.87201224634,361.0,1.0,127.00899999999997,0.35200000000000004,0.0,0.0,0.0
145,ALB,5396.21586434732,5332.16047456847,6492.87201224634,10.0,0.0,3.5180000000000002,0.0,0.0,0.0,0.0
146,AND,41327.5020305489,37207.4938608348,42137.3272710372,376.0,12.0,4709.243,150.29500000000002,0.0,0.0,0.0
147,AND,41327.5020305489,37207.4938608348,42137.3272710372,369.0,30.0,4621.569,375.7419999999999,0.0,0.0,0.0
148,AND,41327.5020305489,37207.4938608348,42137.3272710372,19.0,9.0,237.97000000000006,112.72400000000002,0.0,0.0,0.0
149,AND,41327.5020305489,37207.4938608348,42137.3272710372,91.0,1.0,1139.7390000000003,12.525,0.0,0.0,0.0
150,AND,41327.5020305489,37207.4938608348,42137.3272710372,70.0,0.0,876.722,0.0,0.0,0.0,0.0
151,AND,41327.5020305489,37207.4938608348,42137.3272710372,251.0,1.0,3143.669000000001,12.525,0.0,0.0,0.0
152,AND,41327.5020305489,37207.4938608348,42137.3272710372,874.0,0.0,10946.483000000002,0.0,0.0,0.0,0.0
153,AND,41327.5020305489,37207.4938608348,42137.3272710372,2706.0,22.0,33891.513,275.54200000000003,0.0,0.0,0.0
154,AND,41327.5020305489,37207.4938608348,42137.3272710372,1989.0,1.0,24911.387,12.525,0.0,0.0,0.0
155,AND,41327.5020305489,37207.4938608348,42137.3272710372,1304.0,8.0,16332.050999999998,100.20000000000002,0.0,0.0,0.0
156,AND,41327.5020305489,37207.4938608348,42137.3272710372,1888.0,17.0,23646.403999999995,212.92200000000003,0.0,0.0,0.0
157,AND,41327.5020305489,37207.4938608348,42137.3272710372,929.0,9.0,11635.336000000003,112.72400000000002,0.0,0.0,0.0
158,AND,41327.5020305489,37207.4938608348,42137.3272710372,1144.0,5.0,14328.117999999999,62.623999999999995,0.0,0.0,0.0
159,AND,41327.5020305489,37207.4938608348,42137.3272710372,1222.0,10.0,15305.036999999998,125.24800000000002,0.0,0.0,0.0
160,AND,41327.5020305489,37207.4938608348,42137.3272710372,495.0,2.0,6199.665000000001,25.049,0.0,0.0,0.0
161,AND,41327.5020305489,37207.4938608348,42137.3272710372,184.0,0.0,2304.5229999999997,0.0,0.0,0.0,0.0
162,AND,41327.5020305489,37207.4938608348,42137.3272710372,767.0,1.0,9606.352,12.525,0.0,0.0,0.0
163,AND,41327.5020305489,37207.4938608348,42137.3272710372,355.0,2.0,4446.223999999999,25.05,0.0,0.0,0.0
164,AND,41327.5020305489,37207.4938608348,42137.3272710372,189.0,0.0,2367.148,0.0,0.0,0.0,0.0
165,AND,41327.5020305489,37207.4938608348,42137.3272710372,294.0,0.0,3682.226,0.0,0.0,0.0,0.0
166,AND,41327.5020305489,37207.4938608348,42137.3272710372,1599.0,1.0,20026.804000000004,12.525,0.0,0.0,0.0
167,AND,41327.5020305489,37207.4938608348,42137.3272710372,6625.0,9.0,82975.33800000002,112.72400000000002,0.0,0.0,0.0
168,AND,41327.5020305489,37207.4938608348,42137.3272710372,12218.0,5.0,153025.311,62.624,0.0,0.0,0.0
169,AND,41327.5020305489,37207.4938608348,42137.3272710372,2041.0,6.0,25562.668000000005,75.15,0.0,0.0,0.0
170,AND,41327.5020305489,37207.4938608348,42137.3272710372,2025.0,4.0,25362.274,50.099000000000004,0.0,0.0,0.0
171,AND,41327.5020305489,37207.4938608348,42137.3272710372,1325.0,0.0,16595.068,0.0,0.0,0.0,0.0
172,AND,41327.5020305489,37207.4938608348,42137.3272710372,1545.0,0.0,19350.475,0.0,0.0,0.0,0.0
173,AND,41327.5020305489,37207.4938608348,42137.3272710372,880.0,0.0,11021.628999999999,0.0,0.0,0.0,0.0
174,AND,41327.5020305489,37207.4938608348,42137.3272710372,1734.0,0.0,21717.621,0.0,0.0,0.0,0.0
175,AND,41327.5020305489,37207.4938608348,42137.3272710372,519.0,1.0,6500.256000000001,12.525,0.0,0.0,0.0
176,AND,41327.5020305489,37207.4938608348,42137.3272710372,200.0,1.0,2504.916,12.525,0.0,0.0,0.0
177,AND,41327.5020305489,37207.4938608348,42137.3272710372,308.0,0.0,3857.571,0.0,0.0,0.0,0.0
178,AND,41327.5020305489,37207.4938608348,42137.3272710372,684.0,2.0,8566.813,25.05,0.0,0.0,0.0
179,AND,41327.5020305489,37207.4938608348,42137.3272710372,532.0,8.0,6663.077,100.19700000000002,0.0,0.0,0.0
180,AND,41327.5020305489,37207.4938608348,42137.3272710372,88.0,0.0,1102.163,0.0,0.0,0.0,0.0
181,AND,41327.5020305489,37207.4938608348,42137.3272710372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,ARE,45376.1708381558,37629.1741687956,44315.5541834116,4.0,0.0,0.424,0.0,0.0,0.0,0.0
183,ARE,45376.1708381558,37629.1741687956,44315.5541834116,17.0,0.0,1.8019999999999998,0.0,0.0,0.0,0.0
184,ARE,45376.1708381558,37629.1741687956,44315.5541834116,643.0,6.0,68.108,0.636,0.0,0.0,0.0
185,ARE,45376.1708381558,37629.1741687956,44315.5541834116,11817.0,99.0,1251.652,10.488999999999999,0.0,0.0,0.0
186,ARE,45376.1708381558,37629.1741687956,44315.5541834116,22076.0,159.0,2338.281,16.84499999999999,0.0,0.0,0.0
187,ARE,45376.1708381558,37629.1741687956,44315.5541834116,14110.0,51.0,1494.5220000000002,5.405999999999999,0.0,0.0,0.0
188,ARE,45376.1708381558,37629.1741687956,44315.5541834116,11839.0,36.0,1253.9810000000002,3.816,0.0,0.0,0.0
189,ARE,45376.1708381558,37629.1741687956,44315.5541834116,9725.0,33.0,1030.071,3.498,0.0,0.0,0.0
190,ARE,45376.1708381558,37629.1741687956,44315.5541834116,23959.0,35.0,2537.7240000000006,3.71,0.0,0.0,0.0
191,ARE,45376.1708381558,37629.1741687956,44315.5541834116,38439.0,76.0,4071.437,8.056,0.0,0.0,0.0
192,ARE,45376.1708381558,37629.1741687956,44315.5541834116,36231.0,77.0,3837.567,8.162,0.0,0.0,0.0
193,ARE,45376.1708381558,37629.1741687956,44315.5541834116,38962.0,97.0,4126.8330000000005,10.280999999999997,0.0,0.0,0.0
194,ARE,45376.1708381558,37629.1741687956,44315.5541834116,95787.0,181.0,10145.705,19.175999999999995,0.0,0.0,0.0
195,ARE,45376.1708381558,37629.1741687956,44315.5541834116,87915.0,371.0,9311.907,39.29699999999999,0.0,0.0,0.0
196,ARE,45376.1708381558,37629.1741687956,44315.5541834116,69920.0,276.0,7405.888,29.23700000000001,0.0,0.0,0.0
197,ARE,45376.1708381558,37629.1741687956,44315.5541834116,58792.0,90.0,6227.213999999999,9.54,0.0,0.0,0.0
198,ARE,45376.1708381558,37629.1741687956,44315.5541834116,50600.0,93.0,5359.522000000002,9.857999999999997,0.0,0.0,0.0
199,ARE,45376.1708381558,37629.1741687956,44315.5541834116,62071.0,131.0,6574.524,13.882999999999997,0.0,0.0,0.0
200,ARE,45376.1708381558,37629.1741687956,44315.5541834116,47951.0,138.0,5078.945000000001,14.623999999999995,0.0,0.0,0.0
201,ARE,45376.1708381558,37629.1741687956,44315.5541834116,37512.0,92.0,3973.251,9.751999999999997,0.0,0.0,0.0
202,ARE,45376.1708381558,37629.1741687956,44315.5541834116,17622.0,56.0,1866.512,5.936,0.0,0.0,0.0
203,ARE,45376.1708381558,37629.1741687956,44315.5541834116,3913.0,39.0,414.46100000000024,4.134,0.0,0.0,0.0
204,ARE,45376.1708381558,37629.1741687956,44315.5541834116,2136.0,11.0,226.246,1.1660000000000001,0.0,0.0,0.0
205,ARE,45376.1708381558,37629.1741687956,44315.5541834116,19896.0,17.0,2107.373,1.802,0.0,0.0,0.0
206,ARE,45376.1708381558,37629.1741687956,44315.5541834116,83121.0,79.0,8804.128999999999,8.374,0.0,0.0,0.0
207,ARE,45376.1708381558,37629.1741687956,44315.5541834116,34915.0,58.0,3698.179,6.147999999999998,0.0,0.0,0.0
208,ARE,45376.1708381558,37629.1741687956,44315.5541834116,11327.0,1.0,1199.749,0.106,0.0,0.0,0.0
209,ARE,45376.1708381558,37629.1741687956,44315.5541834116,7271.0,0.0,770.1410000000001,0.0,0.0,0.0,0.0
210,ARE,45376.1708381558,37629.1741687956,44315.5541834116,9634.0,3.0,1020.427,0.318,0.0,0.0,0.0
211,ARE,45376.1708381558,37629.1741687956,44315.5541834116,37595.0,11.0,3982.042,1.1660000000000001,0.0,0.0,0.0
212,ARE,45376.1708381558,37629.1741687956,44315.5541834116,45764.0,19.0,4847.294999999998,2.0140000000000002,0.0,0.0,0.0
213,ARE,45376.1708381558,37629.1741687956,44315.5541834116,23834.0,6.0,2524.4860000000003,0.636,0.0,0.0,0.0
214,ARE,45376.1708381558,37629.1741687956,44315.5541834116,12104.0,4.0,1282.05,0.424,0.0,0.0,0.0
215,ARE,45376.1708381558,37629.1741687956,44315.5541834116,10134.0,3.0,1073.3870000000002,0.318,0.0,0.0,0.0
216,ARE,45376.1708381558,37629.1741687956,44315.5541834116,6707.0,0.0,710.4030000000001,0.0,0.0,0.0,0.0
217,ARE,45376.1708381558,37629.1741687956,44315.5541834116,2665.0,0.0,282.2750000000001,0.0,0.0,0.0,0.0
218,ARE,45376.1708381558,37629.1741687956,44315.5541834116,2401.0,0.0,254.31100000000004,0.0,0.0,0.0,0.0
