location,Month-Year,new_cases
Ecuador,Mar-20,2240
Ecuador,Apr-20,22694
Ecuador,May-20,17277
Ecuador,Jun-20,17334
Ecuador,Jul-20,28923
Ecuador,Aug-20,28412
Ecuador,Sep-20,31233
Ecuador,Oct-20,31145
Ecuador,Nov-20,24493
Ecuador,Dec-20,19827
Ecuador,Jan-21,38316
Ecuador,Feb-21,35327
Ecuador,Mar-21,42600
Ecuador,Apr-21,53107
Ecuador,May-21,44175
Ecuador,Jun-21,32467
Ecuador,Jul-21,28868
Ecuador,Aug-21,14371
Ecuador,Sep-21,8434
Ecuador,Oct-21,7085
Ecuador,Nov-21,10478
Ecuador,Dec-21,22085
Ecuador,Jan-22,182620
Ecuador,Feb-22,95722
Ecuador,Mar-22,32130
Ecuador,Apr-22,9806
Ecuador,May-22,7586
Ecuador,Jun-22,32600
Ecuador,Jul-22,51463
Ecuador,Aug-22,34623
Ecuador,Sep-22,7810
Ecuador,Oct-22,4257
Ecuador,Nov-22,3097
Ecuador,Dec-22,29331
Ecuador,Jan-23,10776
Ecuador,Feb-23,0
Egypt,Feb-20,1
Egypt,Mar-20,709
Egypt,Apr-20,4827
Egypt,May-20,19448
Egypt,Jun-20,43326
Egypt,Jul-20,25767
Egypt,Aug-20,4861
Egypt,Sep-20,4259
Egypt,Oct-20,4357
Egypt,Nov-20,8356
Egypt,Dec-20,22151
Egypt,Jan-21,27889
Egypt,Feb-21,16473
Egypt,Mar-21,19707
Egypt,Apr-21,25421
Egypt,May-21,35098
Egypt,Jun-21,18632
Egypt,Jul-21,2980
Egypt,Aug-21,4179
Egypt,Sep-21,16083
Egypt,Oct-21,26493
Egypt,Nov-21,27561
Egypt,Dec-21,26997
Egypt,Jan-22,40336
Egypt,Feb-22,57860
Egypt,Mar-22,21493
Egypt,Apr-22,10381
Egypt,May-22,0
Egypt,Jun-22,0
Egypt,Jul-22,0
Egypt,Aug-22,0
Egypt,Sep-22,0
Egypt,Oct-22,0
Egypt,Nov-22,0
Egypt,Dec-22,0
Egypt,Jan-23,0
Egypt,Feb-23,0
El Salvador,Mar-20,32
El Salvador,Apr-20,363
El Salvador,May-20,2122
El Salvador,Jun-20,3921
El Salvador,Jul-20,10194
El Salvador,Aug-20,9097
El Salvador,Sep-20,3440
El Salvador,Oct-20,4749
El Salvador,Nov-20,5115
El Salvador,Dec-20,7301
El Salvador,Jan-21,8724
El Salvador,Feb-21,5215
El Salvador,Mar-21,4545
El Salvador,Apr-21,4472
El Salvador,May-21,4504
El Salvador,Jun-21,5064
El Salvador,Jul-21,7854
El Salvador,Aug-21,7440
El Salvador,Sep-21,10288
El Salvador,Oct-21,9074
El Salvador,Nov-21,6381
El Salvador,Dec-21,2142
El Salvador,Jan-22,13164
El Salvador,Feb-22,21255
El Salvador,Mar-22,4688
El Salvador,Apr-22,1037
El Salvador,May-22,666
El Salvador,Jun-22,6891
El Salvador,Jul-22,21172
El Salvador,Aug-22,10967
El Salvador,Sep-22,0
El Salvador,Oct-22,0
El Salvador,Nov-22,0
El Salvador,Dec-22,0
El Salvador,Jan-23,0
El Salvador,Feb-23,0
England,Mar-20,0
England,Apr-20,0
England,May-20,0
England,Jun-20,0
England,Jul-20,0
England,Aug-20,0
England,Sep-20,0
England,Oct-20,0
England,Nov-20,0
England,Dec-20,0
England,Jan-21,0
England,Feb-21,0
England,Mar-21,0
England,Apr-21,0
England,May-21,0
England,Jun-21,0
England,Jul-21,0
England,Aug-21,0
England,Sep-21,0
England,Oct-21,0
England,Nov-21,0
England,Dec-21,0
England,Jan-22,0
England,Feb-22,0
England,Mar-22,0
England,Apr-22,0
England,May-22,0
England,Jun-22,0
England,Jul-22,0
England,Aug-22,0
England,Sep-22,0
England,Oct-22,0
England,Nov-22,0
England,Dec-22,0
England,Jan-23,0
England,Feb-23,0
Equatorial Guinea,Mar-20,12
Equatorial Guinea,Apr-20,303
Equatorial Guinea,May-20,991
Equatorial Guinea,Jun-20,695
Equatorial Guinea,Jul-20,2820
Equatorial Guinea,Aug-20,120
Equatorial Guinea,Sep-20,89
Equatorial Guinea,Oct-20,58
Equatorial Guinea,Nov-20,65
Equatorial Guinea,Dec-20,124
Equatorial Guinea,Jan-21,239
Equatorial Guinea,Feb-21,489
Equatorial Guinea,Mar-21,909
Equatorial Guinea,Apr-21,780
Equatorial Guinea,May-21,835
Equatorial Guinea,Jun-21,205
Equatorial Guinea,Jul-21,146
Equatorial Guinea,Aug-21,597
Equatorial Guinea,Sep-21,2885
Equatorial Guinea,Oct-21,1006
Equatorial Guinea,Nov-21,224
Equatorial Guinea,Dec-21,118
Equatorial Guinea,Jan-22,2092
Equatorial Guinea,Feb-22,82
Equatorial Guinea,Mar-22,116
Equatorial Guinea,Apr-22,4
Equatorial Guinea,May-22,14
Equatorial Guinea,Jun-22,113
Equatorial Guinea,Jul-22,689
Equatorial Guinea,Aug-22,233
Equatorial Guinea,Sep-22,56
Equatorial Guinea,Oct-22,159
Equatorial Guinea,Nov-22,12
Equatorial Guinea,Dec-22,3
Equatorial Guinea,Jan-23,4
Equatorial Guinea,Feb-23,0
Eritrea,Mar-20,15
Eritrea,Apr-20,24
Eritrea,May-20,0
Eritrea,Jun-20,164
Eritrea,Jul-20,76
Eritrea,Aug-20,40
Eritrea,Sep-20,56
Eritrea,Oct-20,88
Eritrea,Nov-20,114
Eritrea,Dec-20,743
Eritrea,Jan-21,815
Eritrea,Feb-21,712
Eritrea,Mar-21,438
Eritrea,Apr-21,386
Eritrea,May-21,423
Eritrea,Jun-21,1915
Eritrea,Jul-21,538
Eritrea,Aug-21,95
Eritrea,Sep-21,80
Eritrea,Oct-21,112
Eritrea,Nov-21,524
Eritrea,Dec-21,653
Eritrea,Jan-22,1525
Eritrea,Feb-22,165
Eritrea,Mar-22,27
Eritrea,Apr-22,6
Eritrea,May-22,25
Eritrea,Jun-22,40
Eritrea,Jul-22,246
Eritrea,Aug-22,109
Eritrea,Sep-22,16
Eritrea,Oct-22,19
Eritrea,Nov-22,0
Eritrea,Dec-22,0
Eritrea,Jan-23,0
Eritrea,Feb-23,0
Estonia,Jan-20,0
Estonia,Feb-20,1
Estonia,Mar-20,744
Estonia,Apr-20,944
Estonia,May-20,180
Estonia,Jun-20,120
Estonia,Jul-20,75
Estonia,Aug-20,311
Estonia,Sep-20,996
Estonia,Oct-20,1534
Estonia,Nov-20,7403
Estonia,Dec-20,15682
Estonia,Jan-21,16218
Estonia,Feb-21,21392
Estonia,Mar-21,40824
Estonia,Apr-21,15595
Estonia,May-21,7525
Estonia,Jun-21,1520
Estonia,Jul-21,2493
Estonia,Aug-21,8399
Estonia,Sep-21,14301
Estonia,Oct-21,37712
Estonia,Nov-21,28615
Estonia,Dec-21,18824
Estonia,Jan-22,96135
Estonia,Feb-22,156887
Estonia,Mar-22,61874
Estonia,Apr-22,15889
Estonia,May-22,4677
Estonia,Jun-22,3244
Estonia,Jul-22,7055
Estonia,Aug-22,11439
Estonia,Sep-22,4155
Estonia,Oct-22,4640
Estonia,Nov-22,2664
Estonia,Dec-22,2594
Estonia,Jan-23,2012
Estonia,Feb-23,0
Eswatini,Mar-20,9
Eswatini,Apr-20,91
Eswatini,May-20,185
Eswatini,Jun-20,527
Eswatini,Jul-20,1836
Eswatini,Aug-20,1929
Eswatini,Sep-20,905
Eswatini,Oct-20,435
Eswatini,Nov-20,502
Eswatini,Dec-20,2939
Eswatini,Jan-21,6353
Eswatini,Feb-21,1303
Eswatini,Mar-21,323
Eswatini,Apr-21,1121
Eswatini,May-21,137
Eswatini,Jun-21,489
Eswatini,Jul-21,6895
Eswatini,Aug-21,17392
Eswatini,Sep-21,2553
Eswatini,Oct-21,497
Eswatini,Nov-21,235
Eswatini,Dec-21,19453
Eswatini,Jan-22,2258
Eswatini,Feb-22,793
Eswatini,Mar-22,611
Eswatini,Apr-22,872
Eswatini,May-22,1867
Eswatini,Jun-22,599
Eswatini,Jul-22,171
Eswatini,Aug-22,87
Eswatini,Sep-22,23
Eswatini,Oct-22,168
Eswatini,Nov-22,212
Eswatini,Dec-22,251
Eswatini,Jan-23,112
Eswatini,Feb-23,0
Ethiopia,Mar-20,26
Ethiopia,Apr-20,105
Ethiopia,May-20,1041
Ethiopia,Jun-20,4674
Ethiopia,Jul-20,11684
Ethiopia,Aug-20,34601
Ethiopia,Sep-20,23237
Ethiopia,Oct-20,20801
Ethiopia,Nov-20,13905
Ethiopia,Dec-20,14190
Ethiopia,Jan-21,13386
Ethiopia,Feb-21,21422
Ethiopia,Mar-21,47517
Ethiopia,Apr-21,50853
Ethiopia,May-21,14099
Ethiopia,Jun-21,4633
Ethiopia,Jul-21,4191
Ethiopia,Aug-21,27769
Ethiopia,Sep-21,37540
Ethiopia,Oct-21,19493
Ethiopia,Nov-21,6369
Ethiopia,Dec-21,48806
Ethiopia,Jan-22,44816
Ethiopia,Feb-22,3569
Ethiopia,Mar-22,1031
Ethiopia,Apr-22,810
Ethiopia,May-22,2175
Ethiopia,Jun-22,15981
Ethiopia,Jul-22,3513
Ethiopia,Aug-22,953
Ethiopia,Sep-22,389
Ethiopia,Oct-22,381
Ethiopia,Nov-22,618
Ethiopia,Dec-22,3423
Ethiopia,Jan-23,1530
Ethiopia,Feb-23,17
Europe,Jan-20,17
Europe,Feb-20,1479
Europe,Mar-20,453577
Europe,Apr-20,932318
Europe,May-20,604180
Europe,Jun-20,454380
Europe,Jul-20,461822
Europe,Aug-20,767087
Europe,Sep-20,1448143
Europe,Oct-20,4860325
Europe,Nov-20,7424492
Europe,Dec-20,6515801
Europe,Jan-21,6661504
Europe,Feb-21,4065393
Europe,Mar-21,5629699
Europe,Apr-21,5048311
Europe,May-21,2398022
Europe,Jun-21,1373599
Europe,Jul-21,3539824
Europe,Aug-21,3869111
Europe,Sep-21,3722347
Europe,Oct-21,5506200
Europe,Nov-21,9275949
Europe,Dec-21,14042206
Europe,Jan-22,38685190
Europe,Feb-22,29725869
Europe,Mar-22,22982156
Europe,Apr-22,12457175
Europe,May-22,5729100
Europe,Jun-22,7006794
Europe,Jul-22,11720232
Europe,Aug-22,6197827
Europe,Sep-22,5763424
Europe,Oct-22,6987692
Europe,Nov-22,3894266
Europe,Dec-22,4469014
Europe,Jan-23,1629374
Europe,Feb-23,43143
European Union,Jan-20,13
European Union,Feb-20,1382
European Union,Mar-20,386182
European Union,Apr-20,632054
European Union,May-20,173347
European Union,Jun-20,122228
European Union,Jul-20,173147
European Union,Aug-20,473533
European Union,Sep-20,997491
European Union,Oct-20,3457327
European Union,Nov-20,5270084
European Union,Dec-20,3980497
European Union,Jan-21,4200623
European Union,Feb-21,2938293
European Union,Mar-21,4419377
European Union,Apr-21,4014800
European Union,May-21,1799362
European Union,Jun-21,538390
European Union,Jul-21,1647106
European Union,Aug-21,1982016
European Union,Sep-21,1529671
European Union,Oct-21,2334041
European Union,Nov-21,5994723
European Union,Dec-21,9619499
European Union,Jan-22,31302987
European Union,Feb-22,21154911
European Union,Mar-22,18101859
European Union,Apr-22,10980861
European Union,May-22,5213265
European Union,Jun-22,6310145
European Union,Jul-22,10534544
European Union,Aug-22,4649098
European Union,Sep-22,3853139
European Union,Oct-22,6013527
European Union,Nov-22,3456674
European Union,Dec-22,3999348
European Union,Jan-23,1279020
European Union,Feb-23,30610
Faeroe Islands,Mar-20,169
Faeroe Islands,Apr-20,18
Faeroe Islands,May-20,0
Faeroe Islands,Jun-20,0
Faeroe Islands,Jul-20,38
Faeroe Islands,Aug-20,186
Faeroe Islands,Sep-20,56
Faeroe Islands,Oct-20,28
Faeroe Islands,Nov-20,8
Faeroe Islands,Dec-20,107
Faeroe Islands,Jan-21,44
Faeroe Islands,Feb-21,4
Faeroe Islands,Mar-21,3
Faeroe Islands,Apr-21,3
Faeroe Islands,May-21,54
Faeroe Islands,Jun-21,58
Faeroe Islands,Jul-21,207
Faeroe Islands,Aug-21,18
Faeroe Islands,Sep-21,177
Faeroe Islands,Oct-21,967
Faeroe Islands,Nov-21,1481
Faeroe Islands,Dec-21,2138
Faeroe Islands,Jan-22,13861
Faeroe Islands,Feb-22,14612
Faeroe Islands,Mar-22,421
Faeroe Islands,Apr-22,0
Faeroe Islands,May-22,0
Faeroe Islands,Jun-22,0
Faeroe Islands,Jul-22,0
Faeroe Islands,Aug-22,0
Faeroe Islands,Sep-22,0
Faeroe Islands,Oct-22,0
Faeroe Islands,Nov-22,0
Faeroe Islands,Dec-22,0
Faeroe Islands,Jan-23,0
Faeroe Islands,Feb-23,0
Falkland Islands,Apr-20,13
Falkland Islands,May-20,0
Falkland Islands,Jun-20,0
Falkland Islands,Jul-20,0
Falkland Islands,Aug-20,0
Falkland Islands,Sep-20,0
Falkland Islands,Oct-20,0
Falkland Islands,Nov-20,3
Falkland Islands,Dec-20,13
Falkland Islands,Jan-21,12
Falkland Islands,Feb-21,13
Falkland Islands,Mar-21,0
Falkland Islands,Apr-21,9
Falkland Islands,May-21,0
Falkland Islands,Jun-21,0
Falkland Islands,Jul-21,0
Falkland Islands,Aug-21,3
Falkland Islands,Sep-21,1
Falkland Islands,Oct-21,4
Falkland Islands,Nov-21,10
Falkland Islands,Dec-21,4
Falkland Islands,Jan-22,6
Falkland Islands,Feb-22,21
Falkland Islands,Mar-22,13
Falkland Islands,Apr-22,54
Falkland Islands,May-22,1510
Falkland Islands,Jun-22,128
Falkland Islands,Jul-22,20
Falkland Islands,Aug-22,51
Falkland Islands,Sep-22,44
Falkland Islands,Oct-22,0
Falkland Islands,Nov-22,0
Falkland Islands,Dec-22,0
Falkland Islands,Jan-23,0
Falkland Islands,Feb-23,0
Fiji,Jan-20,0
Fiji,Feb-20,0
Fiji,Mar-20,5
Fiji,Apr-20,13
Fiji,May-20,0
Fiji,Jun-20,0
Fiji,Jul-20,9
Fiji,Aug-20,1
Fiji,Sep-20,4
Fiji,Oct-20,2
Fiji,Nov-20,8
Fiji,Dec-20,7
Fiji,Jan-21,6
Fiji,Feb-21,4
Fiji,Mar-21,8
Fiji,Apr-21,50
Fiji,May-21,321
Fiji,Jun-21,3980
Fiji,Jul-21,25363
Fiji,Aug-21,16935
Fiji,Sep-21,4307
Fiji,Oct-21,1118
Fiji,Nov-21,365
Fiji,Dec-21,826
Fiji,Jan-22,9523
Fiji,Feb-22,1075
Fiji,Mar-22,474
Fiji,Apr-22,230
Fiji,May-22,373
Fiji,Jun-22,706
Fiji,Jul-22,1836
Fiji,Aug-22,604
Fiji,Sep-22,89
Fiji,Oct-22,22
Fiji,Nov-22,111
Fiji,Dec-22,327
Fiji,Jan-23,118
Fiji,Feb-23,0
Finland,Jan-20,1
Finland,Feb-20,7
Finland,Mar-20,1664
Finland,Apr-20,3664
Finland,May-20,1638
Finland,Jun-20,285
Finland,Jul-20,208
Finland,Aug-20,735
Finland,Sep-20,2037
Finland,Oct-20,6205
Finland,Nov-20,9077
Finland,Dec-20,10901
Finland,Jan-21,9124
Finland,Feb-21,12549
Finland,Mar-21,19948
Finland,Apr-21,9088
Finland,May-21,5584
Finland,Jun-21,3294
Finland,Jul-21,11449
Finland,Aug-21,20517
Finland,Sep-21,14135
Finland,Oct-21,17314
Finland,Nov-21,28966
Finland,Dec-21,82439
Finland,Jan-22,219041
Finland,Feb-22,147887
Finland,Mar-22,245919
Finland,Apr-22,139337
Finland,May-22,69180
Finland,Jun-22,53417
Finland,Jul-22,25424
Finland,Aug-22,87764
Finland,Sep-22,34142
Finland,Oct-22,55797
Finland,Nov-22,45517
Finland,Dec-22,43951
Finland,Jan-23,20414
Finland,Feb-23,0
France,Jan-20,5
France,Feb-20,95
France,Mar-20,52129
France,Apr-20,140289
France,May-20,22550
France,Jun-20,17547
France,Jul-20,22991
France,Aug-20,93408
France,Sep-20,283439
France,Oct-20,803091
France,Nov-20,901776
France,Dec-20,398270
France,Jan-21,577182
France,Feb-21,559352
France,Mar-21,888803
France,Apr-21,972456
France,May-21,399809
France,Jun-21,108355
France,Jul-21,352170
France,Aug-21,624267
France,Sep-21,263713
France,Oct-21,153595
France,Nov-21,508751
France,Dec-21,2297738
France,Jan-22,9178378
France,Feb-22,3559127
France,Mar-22,2912650
France,Apr-22,3031191
France,May-22,903810
France,Jun-22,1571049
France,Jul-22,2703848
France,Aug-22,743053
France,Sep-22,862069
France,Oct-22,1422260
France,Nov-22,1010902
France,Dec-22,1447462
France,Jan-23,230296
France,Feb-23,4506
French Polynesia,Mar-20,36
French Polynesia,Apr-20,22
French Polynesia,May-20,2
French Polynesia,Jun-20,2
French Polynesia,Jul-20,0
French Polynesia,Aug-20,511
French Polynesia,Sep-20,1279
French Polynesia,Oct-20,5410
French Polynesia,Nov-20,7110
French Polynesia,Dec-20,2554
French Polynesia,Jan-21,1134
French Polynesia,Feb-21,327
French Polynesia,Mar-21,240
French Polynesia,Apr-21,131
French Polynesia,May-21,112
French Polynesia,Jun-21,137
French Polynesia,Jul-21,1041
French Polynesia,Aug-21,20130
French Polynesia,Sep-21,0
French Polynesia,Oct-21,5372
French Polynesia,Nov-21,68
French Polynesia,Dec-21,773
French Polynesia,Jan-22,1884
French Polynesia,Feb-22,18433
French Polynesia,Mar-22,5496
French Polynesia,Apr-22,525
French Polynesia,May-22,231
French Polynesia,Jun-22,317
French Polynesia,Jul-22,1989
French Polynesia,Aug-22,1202
French Polynesia,Sep-22,140
French Polynesia,Oct-22,159
French Polynesia,Nov-22,227
French Polynesia,Dec-22,925
French Polynesia,Jan-23,47
French Polynesia,Feb-23,0
Gabon,Mar-20,16
Gabon,Apr-20,260
Gabon,May-20,2379
Gabon,Jun-20,2739
Gabon,Jul-20,1958
Gabon,Aug-20,1181
Gabon,Sep-20,233
Gabon,Oct-20,202
Gabon,Nov-20,246
Gabon,Dec-20,357
Gabon,Jan-21,1177
Gabon,Feb-21,3816
Gabon,Mar-21,4986
Gabon,Apr-21,3525
Gabon,May-21,1354
Gabon,Jun-21,555
Gabon,Jul-21,400
Gabon,Aug-21,504
Gabon,Sep-21,4267
Gabon,Oct-21,5370
Gabon,Nov-21,1817
Gabon,Dec-21,4456
Gabon,Jan-22,5127
Gabon,Feb-22,618
Gabon,Mar-22,41
Gabon,Apr-22,18
Gabon,May-22,48
Gabon,Jun-22,289
Gabon,Jul-22,572
Gabon,Aug-22,138
Gabon,Sep-22,42
Gabon,Oct-22,254
Gabon,Nov-22,28
Gabon,Dec-22,7
Gabon,Jan-23,1
Gabon,Feb-23,0
Gambia,Mar-20,4
Gambia,Apr-20,7
Gambia,May-20,14
Gambia,Jun-20,24
Gambia,Jul-20,449
Gambia,Aug-20,2565
Gambia,Sep-20,616
Gambia,Oct-20,93
Gambia,Nov-20,70
Gambia,Dec-20,55
Gambia,Jan-21,293
Gambia,Feb-21,622
Gambia,Mar-21,747
Gambia,Apr-21,439
Gambia,May-21,95
Gambia,Jun-21,86
Gambia,Jul-21,1630
Gambia,Aug-21,1989
Gambia,Sep-21,236
Gambia,Oct-21,31
Gambia,Nov-21,24
Gambia,Dec-21,181
Gambia,Jan-22,1672
Gambia,Feb-22,97
Gambia,Mar-22,49
Gambia,Apr-22,7
Gambia,May-22,7
Gambia,Jun-22,0
Gambia,Jul-22,76
Gambia,Aug-22,233
Gambia,Sep-22,197
Gambia,Oct-22,72
Gambia,Nov-22,6
Gambia,Dec-22,0
Gambia,Jan-23,0
Gambia,Feb-23,0
Georgia,Feb-20,1
Georgia,Mar-20,109
Georgia,Apr-20,429
Georgia,May-20,244
Georgia,Jun-20,145
Georgia,Jul-20,240
Georgia,Aug-20,319
Georgia,Sep-20,4705
Georgia,Oct-20,32744
Georgia,Nov-20,96648
Georgia,Dec-20,91836
Georgia,Jan-21,30691
Georgia,Feb-21,12647
Georgia,Mar-21,11003
Georgia,Apr-21,28549
Georgia,May-21,33653
Georgia,Jun-21,22115
Georgia,Jul-21,53456
Georgia,Aug-21,130277
Georgia,Sep-21,63201
Georgia,Oct-21,106235
Georgia,Nov-21,126396
Georgia,Dec-21,89098
Georgia,Jan-22,241182
Georgia,Feb-22,429549
Georgia,Mar-22,42792
Georgia,Apr-22,6834
Georgia,May-22,2056
Georgia,Jun-22,3275
Georgia,Jul-22,25789
Georgia,Aug-22,49464
Georgia,Sep-22,45009
Georgia,Oct-22,0
Georgia,Nov-22,25007
Georgia,Dec-22,3122
Georgia,Jan-23,5360
Georgia,Feb-23,0
Germany,Jan-20,5
Germany,Feb-20,61
Germany,Mar-20,61847
Germany,Apr-20,97206
Germany,May-20,22363
Germany,Jun-20,12777
Germany,Jul-20,14439
Germany,Aug-20,33683
Germany,Sep-20,46838
Germany,Oct-20,229534
Germany,Nov-20,535116
Germany,Dec-20,665868
Germany,Jan-21,496626
Germany,Feb-21,225973
Germany,Mar-21,366537
Germany,Apr-21,572724
Germany,May-21,299529
Germany,Jun-21,47015
Germany,Jul-21,38624
Germany,Aug-21,176091
Germany,Sep-21,284645
Germany,Oct-21,331619
Germany,Nov-21,1277693
Germany,Dec-21,1272369
Germany,Jan-22,2706351
Germany,Feb-22,4929574
Germany,Mar-22,6359402
Germany,Apr-22,3606260
Germany,May-22,1595227
Germany,Jun-22,1874865
Germany,Jul-22,2606448
Germany,Aug-22,1357848
Germany,Sep-22,1167216
Germany,Oct-22,2258758
Germany,Nov-22,892354
Germany,Dec-22,906381
Germany,Jan-23,409967
Germany,Feb-23,16957
Ghana,Mar-20,161
Ghana,Apr-20,1913
Ghana,May-20,5996
Ghana,Jun-20,9671
Ghana,Jul-20,17760
Ghana,Aug-20,8797
Ghana,Sep-20,2328
Ghana,Oct-20,1429
Ghana,Nov-20,3612
Ghana,Dec-20,3104
Ghana,Jan-21,12239
Ghana,Feb-21,17013
Ghana,Mar-21,6560
Ghana,Apr-21,1979
Ghana,May-21,1336
Ghana,Jun-21,2016
Ghana,Jul-21,7105
Ghana,Aug-21,16417
Ghana,Sep-21,8046
Ghana,Oct-21,2595
Ghana,Nov-21,843
Ghana,Dec-21,12066
Ghana,Jan-22,13934
Ghana,Feb-22,2754
Ghana,Mar-22,1297
Ghana,Apr-22,202
Ghana,May-22,197
Ghana,Jun-22,4763
Ghana,Jul-22,1874
Ghana,Aug-22,573
Ghana,Sep-22,520
Ghana,Oct-22,1607
Ghana,Nov-22,302
Ghana,Dec-22,39
Ghana,Jan-23,64
Ghana,Feb-23,0
Gibraltar,Mar-20,69
Gibraltar,Apr-20,75
Gibraltar,May-20,27
Gibraltar,Jun-20,7
Gibraltar,Jul-20,10
Gibraltar,Aug-20,101
Gibraltar,Sep-20,108
Gibraltar,Oct-20,301
Gibraltar,Nov-20,323
Gibraltar,Dec-20,1020
Gibraltar,Jan-21,2074
Gibraltar,Feb-21,125
Gibraltar,Mar-21,35
Gibraltar,Apr-21,17
Gibraltar,May-21,13
Gibraltar,Jun-21,53
Gibraltar,Jul-21,617
Gibraltar,Aug-21,389
Gibraltar,Sep-21,195
Gibraltar,Oct-21,443
Gibraltar,Nov-21,1256
Gibraltar,Dec-21,1453
Gibraltar,Jan-22,4249
Gibraltar,Feb-22,2478
Gibraltar,Mar-22,1505
Gibraltar,Apr-22,917
Gibraltar,May-22,582
Gibraltar,Jun-22,1214
Gibraltar,Jul-22,269
Gibraltar,Aug-22,147
Gibraltar,Sep-22,46
Gibraltar,Oct-22,26
Gibraltar,Nov-22,63
Gibraltar,Dec-22,91
Gibraltar,Jan-23,124
Gibraltar,Feb-23,0
Greece,Feb-20,4
Greece,Mar-20,1152
Greece,Apr-20,1435
Greece,May-20,326
Greece,Jun-20,492
Greece,Jul-20,1068
Greece,Aug-20,5840
Greece,Sep-20,8158
Greece,Oct-20,20776
Greece,Nov-20,66020
Greece,Dec-20,33579
Greece,Jan-21,18107
Greece,Feb-21,34143
Greece,Mar-21,72589
Greece,Apr-21,81344
Greece,May-21,57273
Greece,Jun-21,20150
Greece,Jul-21,70848
Greece,Aug-21,94660
Greece,Sep-21,67803
Greece,Oct-21,86403
Greece,Nov-21,196733
Greece,Dec-21,271950
Greece,Jan-22,729870
Greece,Feb-22,480941
Greece,Mar-22,608765
Greece,Apr-22,293493
Greece,May-22,129307
Greece,Jun-22,223273
Greece,Jul-22,672921
Greece,Aug-22,413404
Greece,Sep-22,157365
Greece,Oct-22,215008
Greece,Nov-22,269490
Greece,Dec-22,143797
Greece,Jan-23,0
Greece,Feb-23,0
Greenland,Mar-20,10
Greenland,Apr-20,1
Greenland,May-20,2
Greenland,Jun-20,0
Greenland,Jul-20,1
Greenland,Aug-20,0
Greenland,Sep-20,0
Greenland,Oct-20,3
Greenland,Nov-20,1
Greenland,Dec-20,9
Greenland,Jan-21,4
Greenland,Feb-21,0
Greenland,Mar-21,1
Greenland,Apr-21,0
Greenland,May-21,9
Greenland,Jun-21,10
Greenland,Jul-21,69
Greenland,Aug-21,215
Greenland,Sep-21,242
Greenland,Oct-21,223
Greenland,Nov-21,657
Greenland,Dec-21,1155
Greenland,Jan-22,8096
Greenland,Feb-22,1018
Greenland,Mar-22,246
Greenland,Apr-22,0
Greenland,May-22,0
Greenland,Jun-22,0
Greenland,Jul-22,0
Greenland,Aug-22,0
Greenland,Sep-22,0
Greenland,Oct-22,0
Greenland,Nov-22,0
Greenland,Dec-22,0
Greenland,Jan-23,0
Greenland,Feb-23,0
Grenada,Mar-20,9
Grenada,Apr-20,11
Grenada,May-20,3
Grenada,Jun-20,0
Grenada,Jul-20,1
Grenada,Aug-20,0
Grenada,Sep-20,0
Grenada,Oct-20,4
Grenada,Nov-20,13
Grenada,Dec-20,86
Grenada,Jan-21,21
Grenada,Feb-21,0
Grenada,Mar-21,7
Grenada,Apr-21,5
Grenada,May-21,1
Grenada,Jun-21,0
Grenada,Jul-21,3
Grenada,Aug-21,297
Grenada,Sep-21,4734
Grenada,Oct-21,645
Grenada,Nov-21,57
Grenada,Dec-21,284
Grenada,Jan-22,6155
Grenada,Feb-22,1371
Grenada,Mar-22,322
Grenada,Apr-22,617
Grenada,May-22,3121
Grenada,Jun-22,607
Grenada,Jul-22,429
Grenada,Aug-22,503
Grenada,Sep-22,247
Grenada,Oct-22,55
Grenada,Nov-22,40
Grenada,Dec-22,13
Grenada,Jan-23,36
Grenada,Feb-23,0
Guam,Mar-20,0
Guam,Apr-20,0
Guam,May-20,0
Guam,Jun-20,0
Guam,Jul-20,0
Guam,Aug-20,0
Guam,Sep-20,0
Guam,Oct-20,0
Guam,Nov-20,0
Guam,Dec-20,0
Guam,Jan-21,0
Guam,Feb-21,0
Guam,Mar-21,0
Guam,Apr-21,0
Guam,May-21,0
Guam,Jun-21,0
Guam,Jul-21,0
Guam,Aug-21,0
Guam,Sep-21,0
Guam,Oct-21,0
Guam,Nov-21,0
Guam,Dec-21,0
Guam,Jan-22,0
Guam,Feb-22,0
Guam,Mar-22,0
Guam,Apr-22,0
Guam,May-22,0
Guam,Jun-22,0
Guatemala,Feb-20,0
Guatemala,Mar-20,38
Guatemala,Apr-20,561
Guatemala,May-20,4488
Guatemala,Jun-20,13009
Guatemala,Jul-20,31693
Guatemala,Aug-20,24285
Guatemala,Sep-20,17672
Guatemala,Oct-20,16193
Guatemala,Nov-20,14123
Guatemala,Dec-20,15950
Guatemala,Jan-21,21492
Guatemala,Feb-21,15038
Guatemala,Mar-21,19292
Guatemala,Apr-21,33837
Guatemala,May-21,26746
Guatemala,Jun-21,39166
Guatemala,Jul-21,74901
Guatemala,Aug-21,101793
Guatemala,Sep-21,90038
Guatemala,Oct-21,41257
Guatemala,Nov-21,16412
Guatemala,Dec-21,10375
Guatemala,Jan-22,61931
Guatemala,Feb-22,86701
Guatemala,Mar-22,51883
Guatemala,Apr-22,17672
Guatemala,May-22,14456
Guatemala,Jun-22,49712
Guatemala,Jul-22,131662
Guatemala,Aug-22,59578
Guatemala,Sep-22,22513
Guatemala,Oct-22,16032
