location,Month-Year,new_cases
Saint Lucia,Mar-22,259
Saint Lucia,Apr-22,441
Saint Lucia,May-22,2199
Saint Lucia,Jun-22,1429
Saint Lucia,Jul-22,944
Saint Lucia,Aug-22,809
Saint Lucia,Sep-22,633
Saint Lucia,Oct-22,231
Saint Lucia,Nov-22,72
Saint Lucia,Dec-22,30
Saint Lucia,Jan-23,62
Saint Lucia,Feb-23,0
Saint Pierre and Miquelon,Apr-20,1
Saint Pierre and Miquelon,May-20,0
Saint Pierre and Miquelon,Jun-20,0
Saint Pierre and Miquelon,Jul-20,3
Saint Pierre and Miquelon,Aug-20,1
Saint Pierre and Miquelon,Sep-20,11
Saint Pierre and Miquelon,Oct-20,0
Saint Pierre and Miquelon,Nov-20,0
Saint Pierre and Miquelon,Dec-20,2
Saint Pierre and Miquelon,Jan-21,8
Saint Pierre and Miquelon,Feb-21,0
Saint Pierre and Miquelon,Mar-21,0
Saint Pierre and Miquelon,Apr-21,1
Saint Pierre and Miquelon,May-21,0
Saint Pierre and Miquelon,Jun-21,1
Saint Pierre and Miquelon,Jul-21,2
Saint Pierre and Miquelon,Aug-21,2
Saint Pierre and Miquelon,Sep-21,1
Saint Pierre and Miquelon,Oct-21,1
Saint Pierre and Miquelon,Nov-21,38
Saint Pierre and Miquelon,Dec-21,30
Saint Pierre and Miquelon,Jan-22,791
Saint Pierre and Miquelon,Feb-22,179
Saint Pierre and Miquelon,Mar-22,887
Saint Pierre and Miquelon,Apr-22,744
Saint Pierre and Miquelon,May-22,47
Saint Pierre and Miquelon,Jun-22,31
Saint Pierre and Miquelon,Jul-22,304
Saint Pierre and Miquelon,Aug-22,48
Saint Pierre and Miquelon,Sep-22,57
Saint Pierre and Miquelon,Oct-22,43
Saint Pierre and Miquelon,Nov-22,19
Saint Pierre and Miquelon,Dec-22,99
Saint Pierre and Miquelon,Jan-23,103
Saint Pierre and Miquelon,Feb-23,0
Saint Vincent and the Grenadines,Mar-20,1
Saint Vincent and the Grenadines,Apr-20,15
Saint Vincent and the Grenadines,May-20,10
Saint Vincent and the Grenadines,Jun-20,3
Saint Vincent and the Grenadines,Jul-20,25
Saint Vincent and the Grenadines,Aug-20,6
Saint Vincent and the Grenadines,Sep-20,4
Saint Vincent and the Grenadines,Oct-20,10
Saint Vincent and the Grenadines,Nov-20,11
Saint Vincent and the Grenadines,Dec-20,36
Saint Vincent and the Grenadines,Jan-21,780
Saint Vincent and the Grenadines,Feb-21,655
Saint Vincent and the Grenadines,Mar-21,192
Saint Vincent and the Grenadines,Apr-21,116
Saint Vincent and the Grenadines,May-21,171
Saint Vincent and the Grenadines,Jun-21,190
Saint Vincent and the Grenadines,Jul-21,66
Saint Vincent and the Grenadines,Aug-21,45
Saint Vincent and the Grenadines,Sep-21,1172
Saint Vincent and the Grenadines,Oct-21,1487
Saint Vincent and the Grenadines,Nov-21,530
Saint Vincent and the Grenadines,Dec-21,325
Saint Vincent and the Grenadines,Jan-22,3597
Saint Vincent and the Grenadines,Feb-22,406
Saint Vincent and the Grenadines,Mar-22,26
Saint Vincent and the Grenadines,Apr-22,84
Saint Vincent and the Grenadines,May-22,251
Saint Vincent and the Grenadines,Jun-22,381
Saint Vincent and the Grenadines,Jul-22,303
Saint Vincent and the Grenadines,Aug-22,74
Saint Vincent and the Grenadines,Sep-22,20
Saint Vincent and the Grenadines,Oct-22,9
Saint Vincent and the Grenadines,Nov-22,17
Saint Vincent and the Grenadines,Dec-22,64
Saint Vincent and the Grenadines,Jan-23,47
Saint Vincent and the Grenadines,Feb-23,0
Samoa,Nov-20,2
Samoa,Dec-20,0
Samoa,Jan-21,0
Samoa,Feb-21,1
Samoa,Mar-21,0
Samoa,Apr-21,0
Samoa,May-21,0
Samoa,Jun-21,0
Samoa,Jul-21,0
Samoa,Aug-21,0
Samoa,Sep-21,0
Samoa,Oct-21,0
Samoa,Nov-21,0
Samoa,Dec-21,0
Samoa,Jan-22,29
Samoa,Feb-22,1
Samoa,Mar-22,1680
Samoa,Apr-22,7879
Samoa,May-22,3907
Samoa,Jun-22,1407
Samoa,Jul-22,499
Samoa,Aug-22,434
Samoa,Sep-22,86
Samoa,Oct-22,21
Samoa,Nov-22,21
Samoa,Dec-22,15
Samoa,Jan-23,105
Samoa,Feb-23,0
San Marino,Feb-20,1
San Marino,Mar-20,235
San Marino,Apr-20,327
San Marino,May-20,124
San Marino,Jun-20,26
San Marino,Jul-20,3
San Marino,Aug-20,19
San Marino,Sep-20,14
San Marino,Oct-20,209
San Marino,Nov-20,651
San Marino,Dec-20,724
San Marino,Jan-21,692
San Marino,Feb-21,691
San Marino,Mar-21,1016
San Marino,Apr-21,328
San Marino,May-21,30
San Marino,Jun-21,2
San Marino,Jul-21,51
San Marino,Aug-21,188
San Marino,Sep-21,109
San Marino,Oct-21,107
San Marino,Nov-21,492
San Marino,Dec-21,2163
San Marino,Jan-22,4682
San Marino,Feb-22,1485
San Marino,Mar-22,976
San Marino,Apr-22,1092
San Marino,May-22,687
San Marino,Jun-22,892
San Marino,Jul-22,1777
San Marino,Aug-22,580
San Marino,Sep-22,420
San Marino,Oct-22,811
San Marino,Nov-22,563
San Marino,Dec-22,841
San Marino,Jan-23,419
San Marino,Feb-23,0
Sao Tome and Principe,Apr-20,14
Sao Tome and Principe,May-20,469
Sao Tome and Principe,Jun-20,231
Sao Tome and Principe,Jul-20,157
Sao Tome and Principe,Aug-20,25
Sao Tome and Principe,Sep-20,15
Sao Tome and Principe,Oct-20,34
Sao Tome and Principe,Nov-20,46
Sao Tome and Principe,Dec-20,23
Sao Tome and Principe,Jan-21,243
Sao Tome and Principe,Feb-21,529
Sao Tome and Principe,Mar-21,437
Sao Tome and Principe,Apr-21,79
Sao Tome and Principe,May-21,43
Sao Tome and Principe,Jun-21,21
Sao Tome and Principe,Jul-21,88
Sao Tome and Principe,Aug-21,154
Sao Tome and Principe,Sep-21,851
Sao Tome and Principe,Oct-21,255
Sao Tome and Principe,Nov-21,17
Sao Tome and Principe,Dec-21,166
Sao Tome and Principe,Jan-22,1993
Sao Tome and Principe,Feb-22,44
Sao Tome and Principe,Mar-22,14
Sao Tome and Principe,Apr-22,12
Sao Tome and Principe,May-22,34
Sao Tome and Principe,Jun-22,52
Sao Tome and Principe,Jul-22,57
Sao Tome and Principe,Aug-22,53
Sao Tome and Principe,Sep-22,77
Sao Tome and Principe,Oct-22,36
Sao Tome and Principe,Nov-22,12
Sao Tome and Principe,Dec-22,1
Sao Tome and Principe,Jan-23,1
Sao Tome and Principe,Feb-23,0
Saudi Arabia,Mar-20,1563
Saudi Arabia,Apr-20,21190
Saudi Arabia,May-20,62508
Saudi Arabia,Jun-20,105562
Saudi Arabia,Jul-20,85082
Saudi Arabia,Aug-20,39867
Saudi Arabia,Sep-20,18833
Saudi Arabia,Oct-20,12677
Saudi Arabia,Nov-20,10078
Saudi Arabia,Dec-20,5381
Saudi Arabia,Jan-21,5333
Saudi Arabia,Feb-21,9309
Saudi Arabia,Mar-21,12624
Saudi Arabia,Apr-21,27356
Saudi Arabia,May-21,33073
Saudi Arabia,Jun-21,37156
Saudi Arabia,Jul-21,38138
Saudi Arabia,Aug-21,17588
Saudi Arabia,Sep-21,3816
Saudi Arabia,Oct-21,1483
Saudi Arabia,Nov-21,1135
Saudi Arabia,Dec-21,6484
Saudi Arabia,Jan-22,131028
Saudi Arabia,Feb-22,57763
Saudi Arabia,Mar-22,5787
Saudi Arabia,Apr-22,3197
Saudi Arabia,May-22,14068
Saudi Arabia,Jun-22,27107
Saudi Arabia,Jul-22,14486
Saudi Arabia,Aug-22,3789
Saudi Arabia,Sep-22,3037
Saudi Arabia,Oct-22,5961
Saudi Arabia,Nov-22,3138
Saudi Arabia,Dec-22,1407
Saudi Arabia,Jan-23,958
Saudi Arabia,Feb-23,50
Scotland,Mar-20,0
Scotland,Apr-20,0
Scotland,May-20,0
Scotland,Jun-20,0
Scotland,Jul-20,0
Scotland,Aug-20,0
Scotland,Sep-20,0
Scotland,Oct-20,0
Scotland,Nov-20,0
Scotland,Dec-20,0
Scotland,Jan-21,0
Scotland,Feb-21,0
Scotland,Mar-21,0
Scotland,Apr-21,0
Scotland,May-21,0
Scotland,Jun-21,0
Scotland,Jul-21,0
Scotland,Aug-21,0
Scotland,Sep-21,0
Scotland,Oct-21,0
Scotland,Nov-21,0
Scotland,Dec-21,0
Scotland,Jan-22,0
Scotland,Feb-22,0
Scotland,Mar-22,0
Scotland,Apr-22,0
Scotland,May-22,0
Scotland,Jun-22,0
Scotland,Jul-22,0
Scotland,Aug-22,0
Scotland,Sep-22,0
Scotland,Oct-22,0
Scotland,Nov-22,0
Scotland,Dec-22,0
Scotland,Jan-23,0
Senegal,Feb-20,0
Senegal,Mar-20,175
Senegal,Apr-20,758
Senegal,May-20,2712
Senegal,Jun-20,3148
Senegal,Jul-20,3439
Senegal,Aug-20,3379
Senegal,Sep-20,1371
Senegal,Oct-20,634
Senegal,Nov-20,473
Senegal,Dec-20,3051
Senegal,Jan-21,7383
Senegal,Feb-21,7997
Senegal,Mar-21,4185
Senegal,Apr-21,1639
Senegal,May-21,1072
Senegal,Jun-21,1712
Senegal,Jul-21,19162
Senegal,Aug-21,10515
Senegal,Sep-21,970
Senegal,Oct-21,142
Senegal,Nov-21,70
Senegal,Dec-21,1068
Senegal,Jan-22,9944
Senegal,Feb-22,694
Senegal,Mar-22,202
Senegal,Apr-22,102
Senegal,May-22,114
Senegal,Jun-22,214
Senegal,Jul-22,1061
Senegal,Aug-22,712
Senegal,Sep-22,300
Senegal,Oct-22,281
Senegal,Nov-22,194
Senegal,Dec-22,27
Senegal,Jan-23,2
Senegal,Feb-23,0
Serbia,Feb-20,0
Serbia,Mar-20,900
Serbia,Apr-20,8109
Serbia,May-20,2403
Serbia,Jun-20,3152
Serbia,Jul-20,10988
Serbia,Aug-20,5854
Serbia,Sep-20,2145
Serbia,Oct-20,13403
Serbia,Nov-20,128484
Serbia,Dec-20,162485
Serbia,Jan-21,57340
Serbia,Feb-21,63996
Serbia,Mar-21,141337
Serbia,Apr-21,88961
Serbia,May-21,22915
Serbia,Jun-21,4090
Serbia,Jul-21,5356
Serbia,Aug-21,41015
Serbia,Sep-21,179056
Serbia,Oct-21,200760
Serbia,Nov-21,112096
Serbia,Dec-21,44494
Serbia,Jan-22,378459
Serbia,Feb-22,233177
Serbia,Mar-22,65592
Serbia,Apr-22,29786
Serbia,May-22,11101
Serbia,Jun-22,11949
Serbia,Jul-22,93622
Serbia,Aug-22,160170
Serbia,Sep-22,78543
Serbia,Oct-22,42374
Serbia,Nov-22,19273
Serbia,Dec-22,31507
Serbia,Jan-23,25726
Serbia,Feb-23,830
Seychelles,Mar-20,11
Seychelles,Apr-20,3
Seychelles,May-20,0
Seychelles,Jun-20,70
Seychelles,Jul-20,34
Seychelles,Aug-20,17
Seychelles,Sep-20,10
Seychelles,Oct-20,11
Seychelles,Nov-20,20
Seychelles,Dec-20,54
Seychelles,Jan-21,961
Seychelles,Feb-21,1406
Seychelles,Mar-21,1522
Seychelles,Apr-21,1724
Seychelles,May-21,5630
Seychelles,Jun-21,4203
Seychelles,Jul-21,2657
Seychelles,Aug-21,1710
Seychelles,Sep-21,1435
Seychelles,Oct-21,770
Seychelles,Nov-21,1174
Seychelles,Dec-21,1371
Seychelles,Jan-22,12402
Seychelles,Feb-22,2146
Seychelles,Mar-22,1085
Seychelles,Apr-22,2081
Seychelles,May-22,1514
Seychelles,Jun-22,653
Seychelles,Jul-22,760
Seychelles,Aug-22,652
Seychelles,Sep-22,1060
Seychelles,Oct-22,1894
Seychelles,Nov-22,1033
Seychelles,Dec-22,287
Seychelles,Jan-23,310
Seychelles,Feb-23,0
Sierra Leone,Mar-20,1
Sierra Leone,Apr-20,123
Sierra Leone,May-20,737
Sierra Leone,Jun-20,601
Sierra Leone,Jul-20,361
Sierra Leone,Aug-20,199
Sierra Leone,Sep-20,209
Sierra Leone,Oct-20,135
Sierra Leone,Nov-20,46
Sierra Leone,Dec-20,199
Sierra Leone,Jan-21,982
Sierra Leone,Feb-21,294
Sierra Leone,Mar-21,93
Sierra Leone,Apr-21,74
Sierra Leone,May-21,93
Sierra Leone,Jun-21,1428
Sierra Leone,Jul-21,708
Sierra Leone,Aug-21,84
Sierra Leone,Sep-21,27
Sierra Leone,Oct-21,3
Sierra Leone,Nov-21,5
Sierra Leone,Dec-21,662
Sierra Leone,Jan-22,559
Sierra Leone,Feb-22,42
Sierra Leone,Mar-22,9
Sierra Leone,Apr-22,7
Sierra Leone,May-22,1
Sierra Leone,Jun-22,13
Sierra Leone,Jul-22,39
Sierra Leone,Aug-22,13
Sierra Leone,Sep-22,4
Sierra Leone,Oct-22,3
Sierra Leone,Nov-22,5
Sierra Leone,Dec-22,1
Sierra Leone,Jan-23,0
Sierra Leone,Feb-23,0
Singapore,Jan-20,13
Singapore,Feb-20,89
Singapore,Mar-20,824
Singapore,Apr-20,15243
Singapore,May-20,18715
Singapore,Jun-20,9023
Singapore,Jul-20,8298
Singapore,Aug-20,4607
Singapore,Sep-20,953
Singapore,Oct-20,250
Singapore,Nov-20,203
Singapore,Dec-20,381
Singapore,Jan-21,937
Singapore,Feb-21,400
Singapore,Mar-21,445
Singapore,Apr-21,764
Singapore,May-21,906
Singapore,Jun-21,528
Singapore,Jul-21,2402
Singapore,Aug-21,2639
Singapore,Sep-21,28901
Singapore,Oct-21,101853
Singapore,Nov-21,66351
Singapore,Dec-21,14680
Singapore,Jan-22,73406
Singapore,Feb-22,371613
Singapore,Mar-22,372004
Singapore,Apr-22,96822
Singapore,May-22,110044
Singapore,Jun-22,140774
Singapore,Jul-22,269988
Singapore,Aug-22,125188
Singapore,Sep-22,68663
Singapore,Oct-22,194465
Singapore,Nov-22,65525
Singapore,Dec-22,34317
Singapore,Jan-23,14896
Singapore,Feb-23,465
Sint Maarten (Dutch part),May-21,0
Sint Maarten (Dutch part),Jun-21,0
Sint Maarten (Dutch part),Jul-21,0
Sint Maarten (Dutch part),Aug-21,0
Sint Maarten (Dutch part),Sep-21,0
Sint Maarten (Dutch part),Oct-21,0
Sint Maarten (Dutch part),Nov-21,0
Sint Maarten (Dutch part),Dec-21,0
Sint Maarten (Dutch part),Jan-22,0
Sint Maarten (Dutch part),Feb-22,0
Sint Maarten (Dutch part),Mar-22,0
Sint Maarten (Dutch part),Apr-22,0
Sint Maarten (Dutch part),May-22,0
Sint Maarten (Dutch part),Jun-22,0
Sint Maarten (Dutch part),Jul-22,0
Sint Maarten (Dutch part),Aug-22,0
Sint Maarten (Dutch part),Sep-22,0
Sint Maarten (Dutch part),Oct-22,0
Sint Maarten (Dutch part),Nov-22,0
Slovakia,Mar-20,363
Slovakia,Apr-20,1033
Slovakia,May-20,125
Slovakia,Jun-20,146
Slovakia,Jul-20,625
Slovakia,Aug-20,1625
Slovakia,Sep-20,6224
Slovakia,Oct-20,49682
Slovakia,Nov-20,61524
Slovakia,Dec-20,153256
Slovakia,Jan-21,161413
Slovakia,Feb-21,152655
Slovakia,Mar-21,119205
Slovakia,Apr-21,46202
Slovakia,May-21,16930
Slovakia,Jun-21,4003
Slovakia,Jul-21,1433
Slovakia,Aug-21,3323
Slovakia,Sep-21,24605
Slovakia,Oct-21,94554
Slovakia,Nov-21,271274
Slovakia,Dec-21,200882
Slovakia,Jan-22,198217
Slovakia,Feb-22,550059
Slovakia,Mar-22,323779
Slovakia,Apr-22,85863
Slovakia,May-22,14348
Slovakia,Jun-22,8552
Slovakia,Jul-22,29931
Slovakia,Aug-22,3229
Slovakia,Sep-22,44569
Slovakia,Oct-22,17865
Slovakia,Nov-22,7048
Slovakia,Dec-22,7062
Slovakia,Jan-23,3397
Slovakia,Feb-23,157
Slovenia,Feb-20,0
Slovenia,Mar-20,802
Slovenia,Apr-20,627
Slovenia,May-20,44
Slovenia,Jun-20,127
Slovenia,Jul-20,556
Slovenia,Aug-20,727
Slovenia,Sep-20,2807
Slovenia,Oct-20,28617
Slovenia,Nov-20,41507
Slovenia,Dec-20,46338
Slovenia,Jan-21,44321
Slovenia,Feb-21,23608
Slovenia,Mar-21,25521
Slovenia,Apr-21,24690
Slovenia,May-21,13430
Slovenia,Jun-21,3613
Slovenia,Jul-21,1880
Slovenia,Aug-21,7983
Slovenia,Sep-21,26166
Slovenia,Oct-21,42486
Slovenia,Nov-21,85048
Slovenia,Dec-21,43150
Slovenia,Jan-22,246773
Slovenia,Feb-22,181799
Slovenia,Mar-22,75489
Slovenia,Apr-22,41949
Slovenia,May-22,14972
Slovenia,Jun-22,13686
Slovenia,Jul-22,44351
Slovenia,Aug-22,43648
Slovenia,Sep-22,56677
Slovenia,Oct-22,50090
Slovenia,Nov-22,24964
Slovenia,Dec-22,48996
Slovenia,Jan-23,14137
Slovenia,Feb-23,273
Solomon Islands,Oct-20,8
Solomon Islands,Nov-20,9
Solomon Islands,Dec-20,0
Solomon Islands,Jan-21,0
Solomon Islands,Feb-21,1
Solomon Islands,Mar-21,1
Solomon Islands,Apr-21,1
Solomon Islands,May-21,0
Solomon Islands,Jun-21,0
Solomon Islands,Jul-21,0
Solomon Islands,Aug-21,0
Solomon Islands,Sep-21,0
Solomon Islands,Oct-21,0
Solomon Islands,Nov-21,0
Solomon Islands,Dec-21,4
Solomon Islands,Jan-22,1162
Solomon Islands,Feb-22,5866
Solomon Islands,Mar-22,4421
Solomon Islands,Apr-22,3316
Solomon Islands,May-22,3388
Solomon Islands,Jun-22,3370
Solomon Islands,Jul-22,0
Solomon Islands,Aug-22,0
Solomon Islands,Sep-22,0
Solomon Islands,Oct-22,0
Solomon Islands,Nov-22,3031
Solomon Islands,Dec-22,0
Solomon Islands,Jan-23,0
Solomon Islands,Feb-23,0
Somalia,Mar-20,5
Somalia,Apr-20,596
Somalia,May-20,1375
Somalia,Jun-20,948
Somalia,Jul-20,288
Somalia,Aug-20,98
Somalia,Sep-20,278
Somalia,Oct-20,353
Somalia,Nov-20,510
Somalia,Dec-20,263
Somalia,Jan-21,70
Somalia,Feb-21,2473
Somalia,Mar-21,4141
Somalia,Apr-21,2517
Somalia,May-21,747
Somalia,Jun-21,284
Somalia,Jul-21,457
Somalia,Aug-21,2063
Somalia,Sep-21,2514
Somalia,Oct-21,2018
Somalia,Nov-21,1018
Somalia,Dec-21,516
Somalia,Jan-22,1856
Somalia,Feb-22,925
Somalia,Mar-22,97
Somalia,Apr-22,75
Somalia,May-22,80
Somalia,Jun-22,238
Somalia,Jul-22,154
Somalia,Aug-22,63
Somalia,Sep-22,194
Somalia,Oct-22,23
Somalia,Nov-22,49
Somalia,Dec-22,14
Somalia,Jan-23,18
Somalia,Feb-23,0
South Africa,Feb-20,0
South Africa,Mar-20,1353
South Africa,Apr-20,4294
South Africa,May-20,27036
South Africa,Jun-20,118526
South Africa,Jul-20,341974
South Africa,Aug-20,133858
South Africa,Sep-20,47298
South Africa,Oct-20,51113
South Africa,Nov-20,64552
South Africa,Dec-20,267157
South Africa,Jan-21,396600
South Africa,Feb-21,59632
South Africa,Mar-21,34764
South Africa,Apr-21,33053
South Africa,May-21,84407
South Africa,Jun-21,308355
South Africa,Jul-21,473482
South Africa,Aug-21,330205
South Africa,Sep-21,125013
South Africa,Oct-21,19444
South Africa,Nov-21,27350
South Africa,Dec-21,490234
South Africa,Jan-22,146936
South Africa,Feb-22,68820
South Africa,Mar-22,44911
South Africa,Apr-22,72172
South Africa,May-22,166652
South Africa,Jun-22,35667
South Africa,Jul-22,11680
South Africa,Aug-22,6813
South Africa,Sep-22,7140
South Africa,Oct-22,9231
South Africa,Nov-22,13582
South Africa,Dec-22,7312
South Africa,Jan-23,6764
South Africa,Feb-23,235
South America,Feb-20,4
South America,Mar-20,14507
South America,Apr-20,165773
South America,May-20,725850
South America,Jun-20,1355875
South America,Jul-20,1870752
South America,Aug-20,2198437
South America,Sep-20,1770572
South America,Oct-20,1596084
South America,Nov-20,1469423
South America,Dec-20,2062868
South America,Jan-21,2682420
South America,Feb-21,2093284
South America,Mar-21,3189288
South America,Apr-21,3730133
South America,May-21,3904908
South America,Jun-21,4095661
South America,Jul-21,2617939
South America,Aug-21,1380622
South America,Sep-21,759740
South America,Oct-21,602083
South America,Nov-21,567585
South America,Dec-21,825025
South America,Jan-22,8822116
South America,Feb-22,5606878
South America,Mar-22,1851848
South America,Apr-22,671074
South America,May-22,948343
South America,Jun-22,1973523
South America,Jul-22,2531899
South America,Aug-22,1332757
South America,Sep-22,461980
South America,Oct-22,330675
South America,Nov-22,677083
South America,Dec-22,1788905
South America,Jan-23,837010
South America,Feb-23,18590
South Korea,Jan-20,10
South Korea,Feb-20,3139
South Korea,Mar-20,6636
South Korea,Apr-20,988
South Korea,May-20,729
South Korea,Jun-20,1347
South Korea,Jul-20,1486
South Korea,Aug-20,5846
South Korea,Sep-20,3707
South Korea,Oct-20,2746
South Korea,Nov-20,8017
South Korea,Dec-20,27117
South Korea,Jan-21,16739
South Korea,Feb-21,11523
South Korea,Mar-21,13608
South Korea,Apr-21,18995
South Korea,May-21,18165
South Korea,Jun-21,16924
South Korea,Jul-21,42064
South Korea,Aug-21,53658
South Korea,Sep-21,60328
South Korea,Oct-21,52613
South Korea,Nov-21,85964
South Korea,Dec-21,182903
South Korea,Jan-22,228789
South Korea,Feb-22,2409407
South Korea,Mar-22,10102369
South Korea,Apr-22,3899831
South Korea,May-22,843766
South Korea,Jun-22,249442
South Korea,Jul-22,1451882
South Korea,Aug-22,3507158
South Korea,Sep-22,1468117
South Korea,Oct-22,819653
South Korea,Nov-22,1540146
South Korea,Dec-22,1960987
South Korea,Jan-23,1080266
South Korea,Feb-23,16862
South Sudan,Apr-20,35
South Sudan,May-20,959
South Sudan,Jun-20,1013
South Sudan,Jul-20,315
South Sudan,Aug-20,205
South Sudan,Sep-20,177
South Sudan,Oct-20,201
South Sudan,Nov-20,204
South Sudan,Dec-20,449
South Sudan,Jan-21,371
South Sudan,Feb-21,3997
South Sudan,Mar-21,2239
South Sudan,Apr-21,418
South Sudan,May-21,105
South Sudan,Jun-21,146
South Sudan,Jul-21,215
South Sudan,Aug-21,387
South Sudan,Sep-21,574
South Sudan,Oct-21,351
South Sudan,Nov-21,397
South Sudan,Dec-21,2484
South Sudan,Jan-22,1552
South Sudan,Feb-22,179
South Sudan,Mar-22,289
South Sudan,Apr-22,199
South Sudan,May-22,156
South Sudan,Jun-22,105
South Sudan,Jul-22,11
South Sudan,Aug-22,90
South Sudan,Sep-22,0
South Sudan,Oct-22,0
South Sudan,Nov-22,527
South Sudan,Dec-22,18
South Sudan,Jan-23,0
South Sudan,Feb-23,0
Spain,Feb-20,45
Spain,Mar-20,95878
Spain,Apr-20,127546
Spain,May-20,26416
Spain,Jun-20,9792
Spain,Jul-20,39251
Spain,Aug-20,174336
Spain,Sep-20,306330
Spain,Oct-20,416490
Spain,Nov-20,462509
Spain,Dec-20,280078
Spain,Jan-21,814854
Spain,Feb-21,445434
Spain,Mar-21,170147
Spain,Apr-21,239724
Spain,May-21,154313
Spain,Jun-21,130570
Spain,Jul-21,638084
Spain,Aug-21,408021
Spain,Sep-21,104026
Spain,Oct-21,52057
Spain,Nov-21,153036
Spain,Dec-21,1130644
Spain,Jan-22,3666508
Spain,Feb-22,1016271
Spain,Mar-22,530785
Spain,Apr-22,387843
Spain,May-22,430112
Spain,Jun-22,407774
Spain,Jul-22,494176
Spain,Aug-22,115951
Spain,Sep-22,80454
Spain,Oct-22,88784
Spain,Nov-22,83736
Spain,Dec-22,88754
Spain,Jan-23,47220
Spain,Feb-23,0
Sri Lanka,Jan-20,1
Sri Lanka,Feb-20,0
Sri Lanka,Mar-20,142
Sri Lanka,Apr-20,520
Sri Lanka,May-20,970
Sri Lanka,Jun-20,414
Sri Lanka,Jul-20,768
Sri Lanka,Aug-20,234
Sri Lanka,Sep-20,331
Sri Lanka,Oct-20,7283
Sri Lanka,Nov-20,13324
Sri Lanka,Dec-20,19312
Sri Lanka,Jan-21,20858
Sri Lanka,Feb-21,18937
Sri Lanka,Mar-21,9612
Sri Lanka,Apr-21,15440
Sri Lanka,May-21,78218
Sri Lanka,Jun-21,72725
Sri Lanka,Jul-21,49723
Sri Lanka,Aug-21,131490
Sri Lanka,Sep-21,77075
Sri Lanka,Oct-21,23696
Sri Lanka,Nov-21,22916
Sri Lanka,Dec-21,23256
Sri Lanka,Jan-22,23940
Sri Lanka,Feb-22,34849
Sri Lanka,Mar-22,15597
Sri Lanka,Apr-22,1731
Sri Lanka,May-22,472
Sri Lanka,Jun-22,289
Sri Lanka,Jul-22,1616
Sri Lanka,Aug-22,4218
Sri Lanka,Sep-22,816
Sri Lanka,Oct-22,314
Sri Lanka,Nov-22,595
Sri Lanka,Dec-22,209
Sri Lanka,Jan-23,98
Sri Lanka,Feb-23,2
Sudan,Mar-20,7
Sudan,Apr-20,368
Sudan,May-20,4425
Sudan,Jun-20,4572
Sudan,Jul-20,2207
Sudan,Aug-20,1610
Sudan,Sep-20,457
Sudan,Oct-20,158
Sudan,Nov-20,4241
Sudan,Dec-20,7455
Sudan,Jan-21,3880
Sudan,Feb-21,967
Sudan,Mar-21,1486
Sudan,Apr-21,2111
Sudan,May-21,1551
Sudan,Jun-21,1163
Sudan,Jul-21,480
Sudan,Aug-21,571
Sudan,Sep-21,587
Sudan,Oct-21,2150
Sudan,Nov-21,2651
Sudan,Dec-21,3434
Sudan,Jan-22,11114
Sudan,Feb-22,3826
Sudan,Mar-22,497
Sudan,Apr-22,162
Sudan,May-22,238
Sudan,Jun-22,269
Sudan,Jul-22,382
Sudan,Aug-22,222
Sudan,Sep-22,57
Sudan,Oct-22,196
Sudan,Nov-22,156
Sudan,Dec-22,49
Sudan,Jan-23,56
Sudan,Feb-23,12
Suriname,Mar-20,9
Suriname,Apr-20,1
Suriname,May-20,13
Suriname,Jun-20,492
Suriname,Jul-20,1135
Suriname,Aug-20,2384
Suriname,Sep-20,843
Suriname,Oct-20,326
Suriname,Nov-20,109
Suriname,Dec-20,898
Suriname,Jan-21,2228
Suriname,Feb-21,491
Suriname,Mar-21,193
Suriname,Apr-21,1241
Suriname,May-21,4591
Suriname,Jun-21,6778
Suriname,Jul-21,3619
Suriname,Aug-21,3942
Suriname,Sep-21,12338
Suriname,Oct-21,7388
Suriname,Nov-21,1829
Suriname,Dec-21,1598
Suriname,Jan-22,21323
Suriname,Feb-22,4447
Suriname,Mar-22,1005
Suriname,Apr-22,115
Suriname,May-22,1211
Suriname,Jun-22,317
Suriname,Jul-22,102
Suriname,Aug-22,73
Suriname,Sep-22,67
Suriname,Oct-22,79
Suriname,Nov-22,396
Suriname,Dec-22,0
Suriname,Jan-23,439
Suriname,Feb-23,0
Sweden,Feb-20,14
Sweden,Mar-20,4820
Sweden,Apr-20,16767
Sweden,May-20,17060
Sweden,Jun-20,29263
Sweden,Jul-20,9152
Sweden,Aug-20,7303
Sweden,Sep-20,8484
Sweden,Oct-20,31492
Sweden,Nov-20,118774
Sweden,Dec-20,194250
Sweden,Jan-21,129578
Sweden,Feb-21,90352
Sweden,Mar-21,147577
Sweden,Apr-21,168718
Sweden,May-21,94869
Sweden,Jun-21,21517
Sweden,Jul-21,10050
Sweden,Aug-21,26773
Sweden,Sep-21,26073
Sweden,Oct-21,18626
Sweden,Nov-21,33347
Sweden,Dec-21,109925
Sweden,Jan-22,755672
Sweden,Feb-22,370686
Sweden,Mar-22,46710
Sweden,Apr-22,13065
Sweden,May-22,7031
Sweden,Jun-22,11251
Sweden,Jul-22,20516
Sweden,Aug-22,24708
Sweden,Sep-22,24018
Sweden,Oct-22,23139
Sweden,Nov-22,15106
Sweden,Dec-22,48176
Sweden,Jan-23,18596
Sweden,Feb-23,0
Switzerland,Feb-20,18
Switzerland,Mar-20,16587
